entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10892277,CD-SE-1154-2026,703475053,CO1.BDOS.10708599,PRESTACION DE SERVICIOS PROFESIONALESY/O DE APOYO A LA GESTION,"PRESTACION DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO ADMINISTRADOR  DE EMPRESAS EN LA SECRETARÍA DE EDUCACION, APOYANDO  EN EL MARCO DEL PROYECTO MEJORAMIENTO EN LA PRESTACIÓN Y  FUNCIONAMIENTO DEL SERVICIO EDUCATIVO DE LOS NIÑOS NIÑAS ADOLESCENTES Y ADULTOS DE LOS ESTABLECIMIENTOS EDUCATIVOS 
OFICIALES EN EL MUNICIPIO DE JAMUNDÍ",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,22500000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Jamundí,SECRETARIA DE EDUCACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10751827,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
HOSPITAL KENNEDY ESE,891900732,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10888418,297-2026,704247584,CO1.BDOS.10704901,TATIANA MARTÍNEZ ARANGO,PRESTACIÓN DEL SERVICIO ASISTENCIAL DE AUXILIAR DE ENFERMERÍA PARA EL ÁREA DE URGENCIAS DE LA ESE HOSPITAL KENNEDY DE RIOFRIO-VALLE,Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,9100000,Contratación régimen especial,Regla aplicable,105,día(s),Riofrío,OFICINA DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,737577163,Valle del Cauca,Riofrío,0,No Adjudicado,TATIANA MARTÍNEZ ARANGO,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10743234,704247584,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10975994,1000-18-11-902-2026,702384066,CO1.BDOS.10791284,PRESTACION DE SERVICIOS,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PERSONALES Y DE APOYO A LA GESTION DENTRO DEL  PROYECTO DE FORTALECIMIENTO DEL PROGRAMA PARA LA ATENCIÓN DE LA POBLACIÓN ADULTO MAYOR EN EL MUNICIPIO DE  YUMBO,Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,120,día(s),Yumbo,SECRETARIA DE BIENESTAR SOCIAL Y PARTICIPACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10829743,702384066,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
MUNICIPIO DE BUGALAGRANDE,891900353,Valle del Cauca,Bugalagrande,Territorial,Centralizada,CO1.REQ.10954220,CD-381-2026,701716565,CO1.BDOS.10769772,PRESTACION DE SERVICIOS,"PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR EN LA MEDICION Y MEJORA CONTINUA DEL PLAN ESTRATEGICO DE SEGURIDAD VIAL EN LA SECRETARIA DE SERVICIOS ADMINISTRATIVOS EN EL MUNICIPIO DE BUGALAGRANDE, VALLE DEL CAUCA",Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,13230000,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),Bugalagrande,SECRETARIA DE SERVICIOS ADMINISTRATIVOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10807692,701716565,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
MUNICIPIO DE OBANDO VALLE,891900902,Valle del Cauca,Obando,Territorial,Centralizada,CO1.REQ.10842833,2026124,704258987,CO1.BDOS.10659738,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA DISEÑAR; EJECUTAR Y EVALUAR LA ESTRATEGIA DE COMUNICACIÓN Y EDUCACIÓN EN SEGURIDAD VIAL; MEDIANTE CAMPAÑAS PEDAGÓGICAS; PRODUCCIÓN DE PIEZAS COMUNICATIVAS; A,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA DISEÑAR, EJECUTAR Y EVALUAR LA ESTRATEGIA DE COMUNICACIÓN Y EDUCACIÓN EN SEGURIDAD VIAL, MEDIANTE CAMPAÑAS PEDAGÓGICAS, PRODUCCIÓN DE PIEZAS COMUNICATIVAS, APOYO A JORNADAS DE SENSIBILIZACIÓN CIUDADANA, DIVULGACIÓN DE NORMAS DE TRÁNSITO, PROMOCIÓN DE COMPORTAMIENTOS SEGUROS EN LA VÍA Y FORTALECIMIENTO DE LA CULTURA DE LA MOVILIDAD, EN EL MUNICIPIO DE OBANDO, VALLE DEL CAUCA.",Presentación de oferta,2026-08-12T00:00:00.000,2026-08-12T00:00:00.000,2026-08-12T00:00:00.000,25000000,Contratación directa,Servicios profesionales y apoyo a la gestión,141,día(s),Obando,CONTRATACION 2024-2027,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.82101500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10696957,704258987,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-12,False,,,,2026-08-15 11:25:34,2026-09-06 11:23:43
HOSPITAL HENRY VALENCIA OROZCO EMPRESA SOCIAL DEL ESTADO,891901061,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10899571,OS 132-2026,704246396,CO1.BDOS.10715854,RECARGA FLYPASSS DE LA CAMIONETA 4X4 PARA VIAJES DEL PERSONAL DEL HOSPITAL HENRY VALENCIA OROZCO ESE,RECARGA FLYPASSS DE LA CAMIONETA 4X4 PARA VIAJES DEL PERSONAL DEL HOSPITAL HENRY VALENCIA OROZCO ESE,Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,100000,Contratación régimen especial,Regla aplicable,30,día(s),No Aplica,SUMINISTROS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,705147742,Antioquia,Itagui,0,No Adjudicado,F2X S.A.S.,900219834,V1.25191513,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10754119,704246396,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10941309,1000-18-11-646-2026,702384066,CO1.BDOS.10757624,PS,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PERSONALES Y DE APOYO A LA GESTION PARA DESARROLLAR ACTIVIDADES EN EL  PROYECTO DE IMPLEMENTACIÓN DE LA ESTRATEGIA  GESTORES DE TRANSFORMACIÓN  EN EL MUNICIPIO DE  YUMBO,Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,120,día(s),Yumbo,SECRETARIA DE BIENESTAR SOCIAL Y PARTICIPACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10794905,702384066,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
INSTITUCIÓN EDUCATIVA ASOCIACIÓN CENTROS EDUCATIVOS DEL CAÑON DEL RIO GARRAPATAS,821001877,Valle del Cauca,El Dovio,Nacional,Centralizada,CO1.REQ.10949861,CONTRATO Nº IEA 005 2026,718831282,CO1.BDOS.10765755,SERVICIOS DE MANTENIMIENTO Y SOPORTE TECNICO DEL SISTEMA DE INFORMACIÓN ASCII,No definido,Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2606000,Contratación régimen especial,Regla aplicable,1,Año(s),El Dovio,INSTITUCION EDUCATIVA ACERG,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,727129181,Valle del Cauca,Cali,0,No Adjudicado,GUSTAVO ADOLFO SANTA OSORIO,No Definido,V1.81112201,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10804203,718831282,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-02 12:15:34,2026-09-06 11:23:43
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10857468,CD-SC-0993-2026,703475053,CO1.BDOS.10674169,Contrato de prestación de servicios profesionales,"PRESTACION DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO
ABOGADO EN LA SECRETARÍA DE CULTURA, APOYANDO EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LAS CULTURAS, LAS ARTES Y LOS SABERES JAMUNDÍ.",Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,25000000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),No Aplica,SECRETARIA DE CULTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10713724,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10940193,00-2026-PSCO-1254,704483148,CO1.BDOS.10756199,Wladimir Díaz Angulo,"Prestar servicios profesionales de medicina especializada en la Subgerencia Científica y Subgerencia de promoción y mantenimiento de la salud, en los Procesos Internación, Cirugía, Urgencias o Consulta Externa para brindar soporte en la prestación de los servicios asistenciales a las personas vinculadas a los diferentes regímenes de aseguramiento en salud y/o usuarios en la zona de influencia que requieran atención en el ámbito hospitalario o de urgencias en la Red de Salud Ladera ESE",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,11520000,Contratación régimen especial,Regla aplicable,1,Mes(es),Cali,PUBLICACIÓN DE CONTRATOS Y COMPRAS ESE LADERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,731812418,Valle del Cauca,Cali,0,No Adjudicado,WLADIMIR DIAZ ANGULO,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10793932,704483148,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
ARMADA NACIONAL BASE NAVAL ARC MALAGA,800141658,Valle del Cauca,Buenaventura,Nacional,Centralizada,CO1.REQ.10962230,0061-ARC-CBNL02-2026,701722258,CO1.BDOS.10778332,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS MULTIMARCA PARA LOS DIFERENTES COMPONENTES ADSCRITOS A LA FUERZA NAVAL DEL PACIFICO.,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS MULTIMARCA PARA LOS DIFERENTES COMPONENTES ADSCRITOS A LA FUERZA NAVAL DEL PACIFICO.,Presentación de observaciones,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,,192715809,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,2,Mes(es),Buenaventura,BASE NAVAL ARC  MÁLAGA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.31163003,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10828755,701722258,Presentación de observaciones,2026-09-25T00:00:00.000,2026-09-25T00:00:00.000,,2026-09-25T00:00:00.000,2026-09-02T00:00:00.000,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
MUNICIPIO DE YUMBO VALLE,890399025,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10952099,600-18-11-168-2026,702384066,CO1.BDOS.10768071,MARIA DE LOS ANGELES HERNANDEZ YAIMA,PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMIA ADMINISTRATIVA LOS SERVICIOS PERSONALES DE APOYO A LA GESTIÓN PARA DESARROLLAR ACTIVIDADES RELACIONADAS CON LA ADMINISTRACIÓN DE LA ENTIDAD EN LA SECRETARÍA DE GESTION HUMANA Y RECURSOS FÍSICOS DEL MUNICIPIO DE YUMBO - VALLE DENTRO DEL PROYECTO IMPLEMENTACIÓN DEL SISTEMA DE GESTIÓN DOCUMENTAL EN LA ALCALDÍA DEL MUNICIPIO DE YUMBO,Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,8000000,Contratación directa,Servicios profesionales y apoyo a la gestión,107,día(s),Yumbo,SECRETARIA DE GESTION HUMANA Y RECURSOS FISICOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10806181,702384066,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
FONDO ROTATORIO DEL DANE FONDANE-SUROCCIDENTE,800072977,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.10981013,EDP-5413-OP-2026,704486158,CO1.BDOS.10795955,226_CONV_FONTUR_EGIT_2026_DRA_TH_TU_OT Prestación de servicios de apoyo a la gestión para realizar las acciones de sensibilización de todos y cada uno de los hogares seleccionados para la Encuesta de,"226_CONV_FONTUR_EGIT_2026_DRA_TH_TU_OT Prestación de servicios de apoyo a la gestión para realizar las acciones de sensibilización de todos y cada uno de los hogares seleccionados para la Encuesta de Gasto Interno en Turismo - EGIT, así como el relacionamiento y comunicación con los grupos de interés y los actores más representativos en el contexto de la recolección de información de las operaciones estadísticas a hogares, asignadas a las sedes del DANE, conforme a las metodologías y lineamiento",Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,11606400,Contratación directa,Servicios profesionales y apoyo a la gestión,120,día(s),No Aplica,FONDANE-DIRECCION TERRITORIAL SUROCCIDENTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10834459,704486158,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
ESE HOSPITAL SANTA ANA DE BOLIVAR VALLE DEL CAUCA,891900414,Valle del Cauca,Bolívar,Nacional,Centralizada,CO1.REQ.10968334,173-2026,718891856,CO1.BDOS.10783684,prestacion de servicios de apoyo a la gestion,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR DE FACTURACIÓN EN LA ENTIDAD E.S.E HOSPITAL SANTA ANA DE BOLÍVAR VALLE,Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,9800000,Contratación régimen especial,Regla aplicable,0,día(s),Bolívar,contrato de prestacion de servicios y de apoyo a la gestion,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10822159,718891856,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
ESE HOSPITAL SANTA ANA DE BOLIVAR VALLE DEL CAUCA,891900414,Valle del Cauca,Bolívar,Nacional,Centralizada,CO1.REQ.10972514,188-2026,718891856,CO1.BDOS.10787687,prestacion de servicios de apoyo a la gestion,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN EN EL ALMACÉN DE LA E.S.E. HOSPITAL SANTA ANA.,Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,9800000,Contratación régimen especial,Regla aplicable,0,día(s),Bolívar,contrato de prestacion de servicios y de apoyo a la gestion,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10825884,718891856,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
INSTITUCION EDUCATIVA SIETE DE AGOSTO,800139477,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10933847,4143.044.26.013,718848591,CO1.BDOS.10749951,SANDRA PATRICIA ARAUJO OJEDA,PRESTACION DE SERVICIOS PROFESIONALES DE APOYO PSICOSOCIAL PARA EL DESARROLLO DE LA ESTRATEGIA QUE GARANTICE EL FORTALECIMIENTO DEL SISTEMA DE CONVIVENCIA ESCOLAR EN LA IEO INSTITUCION ETNOEDU-CATIVA SIETE DE AGOSTO,Presentación de oferta,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,15788000,Contratación régimen especial,Regla aplicable,4,Mes(es),Cali,OFICINA DE RECTORIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93141506,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10787079,718848591,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-27,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10945139,IND-26-FM-01-3737,701715203,CO1.BDOS.10760956,JENNYFER JULIETH MADRIGAL MEDINA,"PRESTAR LOS SERVICIOS PROFESIONALES POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FISICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10799220,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
INSTITUTO MUNICIPAL DE DEPORTE Y  RECREACION DE JAMUNDI IMDERE,8001884217,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10883206,CD-0195-2026,714470002,CO1.BDOS.10699675,PRESTACION DE SERVICIOS,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN EN EL INSTITUTO MUNICIPAL DE DEPORTE Y RECREACIÓN DE JAMUNDÍ - IMDERE, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO TRANSFORMACIÓN DE LOS PROGRAMAS PARA EL ACCESO DE SERVICIOS DE DEPORTE, RECREACIÓN Y BIENESTAR FÍSICO A LOS HABITANTES DEL MUNICIPIO DE JAMUNDÍ.",Presentación de oferta,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,9200000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Jamundí,INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE JAMUNDI  IMDERE,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10820148,714470002,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-01,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
